#Re    B    Pr    Pe    BPe    t    uh_rms    vortz_rms    wrms    tdisp    mdisp    eta (local)    eta (global)    lam wrms    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    turb wrms    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    vlam    vturb    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    trms    lam trms    turb trms    lam trms wght    turb trms wght    lam trms eff wght    turb trms eff wght    bflux    lam bflux    turb bflux    lam bflux wght    turb bflux wght    lam bflux eff wght    turb bflux eff wght    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    6.8323e+01    2.2821e+00    2.5066e+00    1.9195e-01    8.2838e-02    1.5722e+02    4.6510e-01    3.4508e-01    1.8759e-01    7.9757e-02    1.4393e+02    4.6949e-01    3.5656e-01    2.6112e-01    1.4117e-01    4.0887e+02    3.7235e-01    2.5665e-01    9.4983e-01    5.0173e-02    1.8478e-01    2.4618e-01    8.0968e-02    1.0788e-01    3.8640e-02    3.8474e-02    4.1657e-02    3.8539e-02    4.0770e-02    1.6888e-02    1.7865e-02    8.5553e-03    8.2674e-03    1.2841e-02    7.9329e-03    1.1915e-02    3.4762e-03    5.2210e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.0147e+01    2.2692e+00    2.8426e+00    2.3150e-01    1.0689e-01    1.8045e+02    4.6979e-01    3.7200e-01    2.2016e-01    9.9189e-02    1.5999e+02    4.7367e-01    3.8270e-01    3.5615e-01    2.1705e-01    4.7313e+02    4.1039e-01    3.1448e-01    9.3467e-01    6.5327e-02    2.0694e-01    3.6971e-01    9.1198e-02    1.6293e-01    4.2119e-02    4.1348e-02    5.1912e-02    4.0427e-02    5.0597e-02    1.7816e-02    2.2297e-02    1.2246e-02    1.1200e-02    2.2380e-02    9.6648e-03    2.4680e-02    4.2592e-03    1.0876e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.1973e+01    2.1972e+00    2.9078e+00    2.0708e-01    9.7850e-02    1.7103e+02    4.6396e-01    3.6391e-01    1.9801e-01    9.0820e-02    1.5128e+02    4.6906e-01    3.7513e-01    2.9879e-01    1.8660e-01    4.2032e+02    3.9399e-01    3.0745e-01    9.2660e-01    7.3404e-02    1.9014e-01    3.3633e-01    8.6539e-02    1.5307e-01    3.8779e-02    3.8280e-02    4.4596e-02    3.7779e-02    4.4797e-02    1.7194e-02    2.0389e-02    9.4223e-03    8.6719e-03    1.6130e-02    8.0441e-03    1.9041e-02    3.6611e-03    8.6662e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.4133e+01    2.1073e+00    2.0485e+00    1.5098e-01    5.5411e-02    1.3132e+02    4.2420e-01    2.9675e-01    1.4894e-01    5.3873e-02    1.2611e+02    4.2569e-01    2.9933e-01    2.1149e-01    1.1030e-01    3.1739e+02    3.6701e-01    2.5789e-01    9.7275e-01    2.7247e-02    1.4373e-01    1.9090e-01    6.8204e-02    9.0590e-02    3.1490e-02    3.1321e-02    3.7009e-02    3.0897e-02    3.4503e-02    1.4662e-02    1.6373e-02    5.2736e-03    5.1307e-03    8.9947e-03    4.7560e-03    8.0475e-03    2.2569e-03    3.8189e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.6054e+01    2.2141e+00    2.6646e+00    2.1197e-01    9.3206e-02    1.6219e+02    4.6608e-01    3.6495e-01    2.0141e-01    8.5986e-02    1.4622e+02    4.6925e-01    3.7029e-01    3.4615e-01    2.1708e-01    4.3606e+02    4.0791e-01    3.3236e-01    9.4492e-01    5.5076e-02    1.9881e-01    3.5232e-01    8.9793e-02    1.5912e-01    3.9317e-02    3.8881e-02    4.6167e-02    3.7826e-02    4.6949e-02    1.7084e-02    2.1204e-02    1.0740e-02    9.7665e-03    2.1399e-02    9.4125e-03    2.3462e-02    4.2511e-03    1.0596e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.7970e+01    2.1219e+00    2.2774e+00    1.7358e-01    6.9617e-02    1.4578e+02    4.4531e-01    3.2320e-01    1.6861e-01    6.5986e-02    1.3689e+02    4.4719e-01    3.2524e-01    2.6775e-01    1.5843e-01    3.6321e+02    3.9664e-01    3.0371e-01    9.6072e-01    3.9279e-02    1.6224e-01    2.6484e-01    7.6463e-02    1.2482e-01    3.5870e-02    3.5607e-02    4.1794e-02    3.4953e-02    3.9538e-02    1.6473e-02    1.8633e-02    7.0228e-03    6.6604e-03    1.3062e-02    6.5170e-03    1.2675e-02    3.0713e-03    5.9733e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.0024e+01    2.0494e+00    1.9237e+00    1.4949e-01    5.1222e-02    1.1582e+02    4.3065e-01    3.0664e-01    1.4439e-01    4.8832e-02    1.1075e+02    4.3137e-01    3.0600e-01    2.9653e-01    1.5590e-01    3.3772e+02    3.9789e-01    3.1583e-01    9.7768e-01    2.2321e-02    1.3569e-01    2.4558e-01    6.6209e-02    1.1983e-01    3.0843e-02    3.0595e-02    4.0247e-02    3.0074e-02    3.5997e-02    1.4675e-02    1.7565e-02    5.7339e-03    5.3302e-03    1.5117e-02    4.9555e-03    1.1647e-02    2.4181e-03    5.6834e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.2195e+01    2.1567e+00    2.1403e+00    1.6055e-01    6.4880e-02    1.2287e+02    4.5475e-01    3.4557e-01    1.5668e-01    6.2473e-02    1.1686e+02    4.5582e-01    3.4835e-01    2.4929e-01    1.3619e-01    3.0068e+02    4.2164e-01    3.1174e-01    9.6734e-01    3.2663e-02    1.4805e-01    2.1465e-01    6.8649e-02    9.9527e-02    3.3613e-02    3.3319e-02    4.1394e-02    3.2137e-02    3.7506e-02    1.4901e-02    1.7390e-02    6.9725e-03    6.6423e-03    1.3481e-02    5.7286e-03    1.0979e-02    2.6562e-03    5.0908e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.4312e+01    2.2592e+00    2.5758e+00    1.9973e-01    9.7784e-02    1.3903e+02    4.9865e-01    4.1292e-01    1.8945e-01    9.1257e-02    1.2723e+02    5.0070e-01    4.1768e-01    3.4486e-01    2.2665e-01    3.7197e+02    4.5624e-01    3.7862e-01    9.5179e-01    4.8206e-02    1.7998e-01    3.6595e-01    7.9668e-02    1.6199e-01    4.2224e-02    4.1746e-02    5.0744e-02    4.1023e-02    4.9305e-02    1.8158e-02    2.1824e-02    1.0445e-02    9.5501e-03    2.1499e-02    8.5175e-03    2.2177e-02    3.7702e-03    9.8166e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.6412e+01    2.2099e+00    2.6051e+00    1.8634e-01    8.5527e-02    1.5459e+02    4.6299e-01    3.5619e-01    1.7889e-01    8.0262e-02    1.3938e+02    4.6676e-01    3.6543e-01    2.9140e-01    1.8260e-01    4.3507e+02    3.8712e-01    2.9562e-01    9.4855e-01    5.1450e-02    1.7289e-01    3.1967e-01    7.8234e-02    1.4465e-01    3.8642e-02    3.8164e-02    4.6580e-02    3.8029e-02    4.6540e-02    1.7208e-02    2.1060e-02    8.8224e-03    8.1608e-03    1.6881e-02    7.5095e-03    2.2035e-02    3.3982e-03    9.9712e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.8212e+01    2.3021e+00    2.7124e+00    2.2086e-01    1.0936e-01    1.6639e+02    4.8199e-01    3.9658e-01    2.0800e-01    1.0061e-01    1.5080e+02    4.8448e-01    4.0017e-01    3.7235e-01    2.5197e-01    4.2044e+02    4.3941e-01    3.7473e-01    9.4221e-01    5.7791e-02    2.0155e-01    4.1907e-01    8.7550e-02    1.8204e-01    4.3780e-02    4.2988e-02    5.5102e-02    4.1254e-02    5.4369e-02    1.7920e-02    2.3617e-02    1.3347e-02    1.1952e-02    2.7453e-02    1.0826e-02    3.3261e-02    4.7026e-03    1.4448e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.0053e+01    2.2644e+00    3.0000e+00    2.3936e-01    1.2450e-01    1.9390e+02    4.8539e-01    3.9103e-01    2.2696e-01    1.1504e-01    1.6979e+02    4.9090e-01    4.0390e-01    3.5166e-01    2.3309e-01    4.7062e+02    4.1689e-01    3.3123e-01    9.1987e-01    8.0128e-02    2.1940e-01    3.6558e-01    9.6894e-02    1.6145e-01    4.5312e-02    4.4731e-02    5.1516e-02    4.4278e-02    5.1116e-02    1.9555e-02    2.2574e-02    1.2922e-02    1.1950e-02    2.1086e-02    1.1198e-02    2.1946e-02    4.9455e-03    9.6919e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.2027e+01    2.1974e+00    2.4574e+00    1.9126e-01    7.9977e-02    1.4819e+02    4.6580e-01    3.5052e-01    1.8466e-01    7.5629e-02    1.3640e+02    4.6869e-01    3.5670e-01    2.9727e-01    1.7075e-01    3.9447e+02    4.0072e-01    3.0209e-01    9.5429e-01    4.5705e-02    1.7320e-01    2.8871e-01    7.8823e-02    1.3139e-01    3.8945e-02    3.8650e-02    4.4648e-02    3.8182e-02    4.3399e-02    1.7377e-02    1.9750e-02    8.9559e-03    8.4076e-03    1.6703e-02    7.4763e-03    1.6581e-02    3.4024e-03    7.5461e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.3898e+01    2.2075e+00    3.0875e+00    2.3010e-01    1.1242e-01    1.6634e+02    4.8675e-01    4.0328e-01    2.1332e-01    9.9298e-02    1.4373e+02    4.8986e-01    4.0859e-01    3.7968e-01    2.7321e-01    4.4347e+02    4.4682e-01    3.8122e-01    9.2457e-01    7.5427e-02    1.9940e-01    4.1637e-01    9.0329e-02    1.8862e-01    4.2280e-02    4.1358e-02    5.2284e-02    4.0769e-02    5.1702e-02    1.8468e-02    2.3421e-02    1.1932e-02    1.0445e-02    2.3460e-02    9.1801e-03    2.5757e-02    4.1586e-03    1.1668e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.5915e+01    2.0951e+00    2.0654e+00    1.7409e-01    7.3677e-02    1.2394e+02    4.7805e-01    3.7284e-01    1.7210e-01    7.1738e-02    1.1800e+02    4.8011e-01    3.7810e-01    2.2751e-01    1.3383e-01    3.0821e+02    4.0892e-01    3.0276e-01    9.6878e-01    3.1220e-02    1.6777e-01    2.0228e-01    8.0079e-02    9.6549e-02    3.6280e-02    3.6052e-02    4.2765e-02    3.4896e-02    3.9805e-02    1.6656e-02    1.9000e-02    7.0179e-03    6.8341e-03    1.1324e-02    6.4636e-03    9.3810e-03    3.0851e-03    4.4776e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.8055e+01    2.1121e+00    2.0927e+00    1.6816e-01    7.2320e-02    1.2194e+02    4.7790e-01    3.7228e-01    1.6363e-01    6.9251e-02    1.1442e+02    4.7988e-01    3.7704e-01    2.7655e-01    1.7064e-01    3.6295e+02    4.0966e-01    3.1979e-01    9.6973e-01    3.0266e-02    1.5897e-01    2.7284e-01    7.5269e-02    1.2918e-01    3.6471e-02    3.6225e-02    4.3630e-02    3.4427e-02    4.1972e-02    1.6300e-02    1.9873e-02    7.0279e-03    6.6408e-03    1.4796e-02    6.1071e-03    1.5721e-02    2.8915e-03    7.4435e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0015e+02    2.1449e+00    2.1760e+00    1.8198e-01    6.9907e-02    1.2290e+02    4.6256e-01    3.6257e-01    1.7544e-01    6.6134e-02    1.1459e+02    4.6403e-01    3.6594e-01    3.2326e-01    1.8512e-01    3.7682e+02    4.1520e-01    3.2943e-01    9.6829e-01    3.1712e-02    1.6991e-01    3.3364e-01    7.9214e-02    1.5555e-01    3.6184e-02    3.5783e-02    4.6807e-02    3.4513e-02    4.3619e-02    1.6091e-02    2.0336e-02    8.9430e-03    8.0932e-03    2.2849e-02    7.0480e-03    2.3466e-02    3.2859e-03    1.0940e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0207e+02    2.2316e+00    2.5490e+00    2.0527e-01    9.6141e-02    1.5041e+02    4.7675e-01    3.8995e-01    1.9304e-01    8.7447e-02    1.3637e+02    4.7859e-01    3.9070e-01    3.7051e-01    2.6586e-01    4.2438e+02    4.3933e-01    3.8517e-01    9.5127e-01    4.8728e-02    1.7721e-01    4.0090e-01    7.9410e-02    1.7964e-01    3.9796e-02    3.9158e-02    5.0663e-02    3.7543e-02    4.8082e-02    1.6823e-02    2.1545e-02    1.1411e-02    1.0255e-02    2.4882e-02    8.0383e-03    2.5186e-02    3.6020e-03    1.1286e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0410e+02    2.2558e+00    2.6457e+00    2.2035e-01    1.0321e-01    1.5644e+02    4.9154e-01    3.9750e-01    2.1270e-01    9.6838e-02    1.4300e+02    4.9406e-01    4.0377e-01    3.1566e-01    2.0151e-01    3.6371e+02    4.5095e-01    3.5651e-01    9.3910e-01    6.0895e-02    2.0567e-01    3.1663e-01    9.1173e-02    1.4036e-01    4.2623e-02    4.1949e-02    5.1911e-02    4.0427e-02    4.9647e-02    1.7922e-02    2.2009e-02    1.1972e-02    1.1124e-02    2.1103e-02    1.0413e-02    2.1117e-02    4.6160e-03    9.3615e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0594e+02    2.1636e+00    2.6646e+00    2.0526e-01    9.4709e-02    1.5735e+02    4.7610e-01    3.7575e-01    1.9836e-01    8.8670e-02    1.4278e+02    4.7960e-01    3.8311e-01    2.9493e-01    1.9203e-01    3.9214e+02    4.1576e-01    3.2872e-01    9.4157e-01    5.8427e-02    1.9184e-01    3.1787e-01    8.8668e-02    1.4692e-01    3.8791e-02    3.8374e-02    4.4970e-02    3.7310e-02    4.4862e-02    1.7244e-02    2.0735e-02    8.8903e-03    8.2972e-03    1.5598e-02    7.7877e-03    1.7942e-02    3.5994e-03    8.2924e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0801e+02    2.1550e+00    2.2009e+00    1.7487e-01    6.9348e-02    1.2981e+02    4.6148e-01    3.4821e-01    1.7133e-01    6.6550e-02    1.2233e+02    4.6340e-01    3.5234e-01    2.6039e-01    1.5452e-01    3.5738e+02    3.9862e-01    3.0185e-01    9.6819e-01    3.1814e-02    1.6776e-01    2.4600e-01    7.7844e-02    1.1415e-01    3.6799e-02    3.6601e-02    4.2367e-02    3.6034e-02    4.0470e-02    1.6721e-02    1.8779e-02    7.5542e-03    7.2512e-03    1.3914e-02    6.9806e-03    1.3188e-02    3.2392e-03    6.1197e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.1005e+02    2.1663e+00    2.3890e+00    1.8602e-01    8.3163e-02    1.4499e+02    4.7082e-01    3.6450e-01    1.8077e-01    7.9292e-02    1.3436e+02    4.7354e-01    3.7113e-01    2.7555e-01    1.6625e-01    3.7330e+02    4.0822e-01    3.0814e-01    9.5549e-01    4.4508e-02    1.7478e-01    2.6297e-01    8.0680e-02    1.2139e-01    3.8244e-02    3.7820e-02    4.6420e-02    3.6013e-02    4.5049e-02    1.6624e-02    2.0795e-02    8.2455e-03    7.7924e-03    1.4966e-02    7.1745e-03    1.3896e-02    3.3119e-03    6.4146e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.3008e+02    2.2109e+00    2.3099e+00    1.8627e-01    7.9148e-02    1.4403e+02    4.6188e-01    3.5464e-01    1.8278e-01    7.6242e-02    1.3410e+02    4.6440e-01    3.6247e-01    2.5811e-01    1.5121e-01    3.9024e+02    3.9430e-01    2.7927e-01    9.6123e-01    3.8772e-02    1.7802e-01    2.4308e-01    8.0521e-02    1.0994e-01    3.8206e-02    3.7944e-02    4.4219e-02    3.6870e-02    4.2775e-02    1.6677e-02    1.9347e-02    8.2211e-03    7.9208e-03    1.3703e-02    7.3805e-03    1.2939e-02    3.3382e-03    5.8521e-03    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.5068e+02    2.2785e+00    2.3092e+00    1.8835e-01    7.8609e-02    1.3599e+02    4.7002e-01    3.6630e-01    1.8437e-01    7.6151e-02    1.2929e+02    4.7188e-01    3.7067e-01    2.7201e-01    1.4242e-01    3.1000e+02    4.1884e-01    3.1480e-01    9.6291e-01    3.7090e-02    1.7913e-01    2.5054e-01    7.8616e-02    1.0996e-01    3.8671e-02    3.8462e-02    4.3734e-02    3.8072e-02    4.1507e-02    1.6709e-02    1.8216e-02    8.7349e-03    8.4322e-03    1.4532e-02    7.6554e-03    1.3000e-02    3.3598e-03    5.7053e-03    



# Index 003: Re = 600.00, Pe =  60.00, B =  30.00
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    4.1777e+00    1.5659e+00    2.3808e+00    2.0940e-07    1.0907e-13    5.6680e+00    3.7269e-10    5.7729e-12    2.0672e-07    1.1178e-13    3.6646e+00    4.2646e-10    9.1506e-12    2.1785e-07    1.0032e-13    1.2143e+01    4.9717e-12    2.4784e-12    7.6370e-01    2.3630e-01    1.8248e-07    2.1229e-07    1.1653e-07    1.3557e-07    4.8429e-08    4.8865e-08    4.6992e-08    4.3523e-08    4.6380e-08    2.7794e-08    2.9619e-08    1.1263e-14    1.1393e-14    1.0832e-14    9.1912e-15    1.0689e-14    5.8696e-15    6.8260e-15    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    7.2123e+00    2.1068e+00    3.2242e+00    9.5258e-07    6.1725e-12    1.0395e+01    2.5080e-09    1.7814e-10    1.0721e-06    7.6102e-12    6.0028e+00    2.9930e-09    3.8034e-10    5.9171e-07    2.8611e-12    2.0512e+01    3.8124e-10    4.1844e-11    6.9726e-01    3.0274e-01    1.1657e-06    6.6532e-07    5.5331e-07    3.1580e-07    2.7189e-07    2.9745e-07    2.0101e-07    3.0674e-07    2.0887e-07    1.4560e-07    9.9139e-08    1.7065e-12    2.0291e-12    3.7015e-13    2.3448e-12    7.7548e-13    1.1130e-12    3.6809e-13    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    9.8925e+00    2.3266e+00    3.2657e+00    4.8368e-05    1.4104e-08    1.0664e+01    5.2068e-06    3.9674e-07    5.3804e-05    1.6180e-08    6.4603e+00    6.0387e-06    7.5136e-07    2.9521e-05    8.6152e-09    2.1778e+01    1.5428e-06    1.1868e-07    7.2552e-01    2.7448e-01    6.4168e-05    3.3272e-05    2.7580e-05    1.4300e-05    1.0398e-05    1.1639e-05    5.9858e-06    1.4140e-05    6.9472e-06    6.0773e-06    2.9859e-06    6.9340e-09    7.8756e-09    3.3500e-09    9.9841e-09    4.1942e-09    4.2912e-09    1.8027e-09    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.2357e+01    2.4528e+00    3.1756e+00    5.9506e-04    3.3520e-06    1.0085e+01    1.9353e-03    9.9701e-05    6.4325e-04    3.9073e-06    6.0843e+00    2.2315e-03    1.9262e-04    4.2233e-04    1.7171e-06    2.1865e+01    3.3533e-04    2.3559e-05    7.4647e-01    2.5353e-01    3.7598e-04    5.0617e-04    1.5328e-04    2.0636e-04    1.4127e-04    1.4908e-04    1.1525e-04    1.0464e-04    1.2282e-04    4.2663e-05    5.0072e-05    1.1644e-06    1.3283e-06    3.9114e-07    7.9519e-07    8.0962e-07    3.2420e-07    3.3008e-07    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.4490e+01    2.8485e+00    3.5818e+00    4.0054e-03    1.3631e-04    1.2918e+01    2.3475e-02    3.1556e-03    3.9271e-03    1.2460e-04    7.2474e+00    2.6713e-02    5.1314e-03    4.2123e-03    1.6833e-04    2.8427e+01    1.0326e-02    1.7733e-03    7.3224e-01    2.6776e-01    2.2423e-03    3.9006e-03    7.8719e-04    1.3693e-03    9.4147e-04    9.1894e-04    1.0005e-03    6.0800e-04    9.2234e-04    2.1344e-04    3.2379e-04    4.6657e-05    4.6042e-05    4.8298e-05    1.4024e-05    4.6352e-05    4.9231e-06    1.6272e-05    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.6308e+01    3.0254e+00    3.7326e+00    3.7721e-02    7.2552e-03    1.7328e+01    1.2529e-01    1.1159e-01    3.5400e-02    7.5704e-03    1.1061e+01    1.3931e-01    1.7035e-01    4.4368e-02    6.2419e-03    3.7482e+01    6.1414e-02    4.7582e-02    7.6279e-01    2.3721e-01    3.7032e-02    5.1421e-02    1.2240e-02    1.6996e-02    7.0067e-03    6.6303e-03    8.0994e-03    6.7886e-03    9.0979e-03    2.2439e-03    3.0072e-03    1.6628e-03    1.4303e-03    2.2532e-03    1.5386e-03    2.8735e-03    5.0855e-04    9.4979e-04    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.7608e+01    3.0915e+00    4.4255e+00    1.5057e-01    7.3856e-02    4.4957e+01    2.5228e-01    3.3014e-01    1.1854e-01    4.9841e-02    2.1494e+01    2.7084e-01    4.1026e-01    2.2175e-01    1.4768e-01    1.1708e+02    1.8388e-01    2.7452e-01    7.5455e-01    2.4545e-01    1.0912e-01    4.3808e-01    3.5297e-02    1.4170e-01    2.4749e-02    2.1114e-02    3.3541e-02    1.9849e-02    5.4823e-02    6.4204e-03    1.7733e-02    1.5304e-02    1.1334e-02    2.3649e-02    9.3873e-03    4.5309e-02    3.0365e-03    1.4656e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.8949e+01    3.1431e+00    4.5560e+00    2.3234e-01    1.5083e-01    6.8725e+01    4.3087e-01    3.9701e-01    1.9597e-01    1.3309e-01    3.9463e+01    4.6773e-01    5.0291e-01    3.1915e-01    2.0536e-01    1.5863e+02    2.8966e-01    2.7973e-01    7.5446e-01    2.4554e-01    1.9070e-01    5.8445e-01    6.0673e-02    1.8595e-01    4.0052e-02    3.8395e-02    4.4762e-02    3.9522e-02    5.8547e-02    1.2574e-02    1.8627e-02    2.0565e-02    1.6789e-02    2.9263e-02    1.7942e-02    5.7673e-02    5.7085e-03    1.8349e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.0444e+01    3.1903e+00    4.1110e+00    2.4122e-01    1.7491e-01    4.7583e+01    5.4019e-01    5.2443e-01    2.2864e-01    1.7199e-01    3.4247e+01    5.7840e-01    6.0105e-01    2.8203e-01    1.8546e-01    9.5761e+01    3.7069e-01    3.6749e-01    7.8321e-01    2.1679e-01    2.2531e-01    3.2770e-01    7.0624e-02    1.0272e-01    6.3027e-02    6.2349e-02    6.5416e-02    6.1208e-02    6.9545e-02    1.9186e-02    2.1799e-02    2.3823e-02    2.1920e-02    2.9701e-02    2.0498e-02    3.5583e-02    6.4252e-03    1.1154e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.1917e+01    3.3160e+00    3.9743e+00    3.5354e-01    3.4615e-01    6.2679e+01    6.1182e-01    6.2360e-01    3.2846e-01    3.3877e-01    5.0405e+01    6.3997e-01    6.6847e-01    4.3772e-01    3.7488e-01    1.1049e+02    4.8693e-01    5.0443e-01    7.9571e-01    2.0429e-01    3.1809e-01    4.6451e-01    9.5925e-02    1.4008e-01    9.8548e-02    9.6521e-02    1.0607e-01    9.3964e-02    1.0907e-01    2.8336e-02    3.2891e-02    4.2980e-02    3.7873e-02    5.8785e-02    3.5725e-02    6.5253e-02    1.0773e-02    1.9678e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.3316e+01    3.4735e+00    4.7088e+00    5.2396e-01    6.2312e-01    1.1315e+02    6.2234e-01    6.2294e-01    5.0790e-01    5.9317e-01    8.2722e+01    6.5574e-01    6.8266e-01    5.7039e-01    7.1501e-01    2.0649e+02    5.0629e-01    5.0951e-01    7.5418e-01    2.4582e-01    4.7804e-01    6.5070e-01    1.3762e-01    1.8733e-01    1.3174e-01    1.3050e-01    1.3547e-01    1.2608e-01    1.3937e-01    3.6298e-02    4.0124e-02    8.3675e-02    7.8947e-02    9.6751e-02    7.2460e-02    1.1269e-01    2.0861e-02    3.2443e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.4505e+01    3.4495e+00    7.4592e+00    6.5772e-01    1.0216e+00    2.4704e+02    6.1857e-01    5.5370e-01    5.8948e-01    9.0068e-01    1.2642e+02    6.6255e-01    6.8125e-01    7.8065e-01    1.2729e+00    4.9765e+02    5.1531e-01    4.3418e-01    6.7509e-01    3.2491e-01    5.5709e-01    1.0278e+00    1.6150e-01    2.9797e-01    1.6413e-01    1.6183e-01    1.6880e-01    1.6109e-01    1.7832e-01    4.6700e-02    5.1695e-02    1.2606e-01    1.1088e-01    1.5286e-01    1.0559e-01    2.0419e-01    3.0610e-02    5.9192e-02    
